marca,categoria,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta,ventas_unidades,ventas_ingresos,utilidad,score_latente,exito
FiberPlus,cereal,retail,106.05,73.3,32.75,30.88,5,80,55,baja,5,"Está bien, cumple",0,40.0,0,8343,884775.15,273233.25,22.84,1
KidsStar,cereal,retail,106.46,70.18,36.28,34.08,7,77,65,media,7,Es un cereal promedio,0,54.0,0,9094,968147.24,329930.32,17.67,0
KidsStar,cereal,retail,35.0,16.43,18.57,53.06,3,87,45,alta,8,Me encanta el sabor y la textura,1,76.0,1,25823,903805.0,479533.11,71.24,1
CrunchMax,cereal,retail,53.75,31.96,21.79,40.54,6,83,63,media,8,Me identifico con la propuesta saludable,1,76.0,1,19569,1051833.75,426408.51,37.53,1
FitMorning,cereal,retail,124.68,75.28,49.4,39.62,8,63,67,media,5,Es un cereal promedio,0,40.0,0,5137,640481.16,253767.8,2.46,0
GoldenGrain,cereal,marketplace,149.12,85.65,63.47,42.56,7,56,75,alta,7,Podría mejorar el sabor,0,54.0,0,5127,764538.24,325410.69,20.83,1
CerealNova,cereal,retail,81.22,36.9,44.32,54.57,9,60,56,baja,7,Es un cereal promedio,0,54.0,0,7456,605576.32,330449.92,6.35,0
VitalMix,cereal,retail,97.79,56.75,41.04,41.97,5,81,62,media,5,Podría mejorar el sabor,0,40.0,0,10493,1026110.47,430632.72,25.21,1
FiberPlus,cereal,retail,114.96,61.48,53.48,46.52,8,70,67,baja,9,"Me gusta mucho esta marca, la volvería a comprar",1,83.0,1,7802,896917.92,417250.96,18.71,0
CrunchMax,cereal,retail,65.06,41.13,23.93,36.78,5,74,48,media,4,No me convence el producto,-1,18.0,0,11156,725809.36,266963.08,15.7,0
FitMorning,cereal,retail,133.89,85.63,48.26,36.04,7,67,60,alta,6,Lo compraría solo en promoción,0,47.0,0,5826,780043.14,281162.76,14.75,0
FiberPlus,cereal,retail,108.78,54.52,54.26,49.88,6,61,86,media,7,Lo compraría solo en promoción,0,54.0,0,8466,920931.48,459365.16,21.48,1
KidsStar,cereal,retail,102.37,69.2,33.17,32.4,7,86,59,alta,6,"Nada extraordinario, pero ok",0,47.0,0,11234,1150024.58,372631.78,23.21,1
FitMorning,cereal,retail,93.28,46.93,46.35,49.69,7,86,81,media,8,Gran relación calidad-precio,1,76.0,1,15240,1421587.2,706374.0,44.23,1
VitalMix,cereal,marketplace,149.25,76.34,72.91,48.85,8,64,51,alta,6,"Está bien, cumple",0,47.0,0,4206,627745.5,306659.46,7.98,0
GoldenGrain,cereal,marketplace,84.82,50.66,34.16,40.27,6,73,52,media,5,Es un cereal promedio,0,40.0,0,8869,752268.58,302965.04,25.56,1
VitalMix,cereal,retail,102.48,59.58,42.9,41.86,7,70,46,baja,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,8922,914326.56,382753.8,14.95,0
CrunchMax,cereal,retail,72.65,32.89,39.76,54.73,6,99,36,media,7,Es un cereal promedio,0,54.0,0,15682,1139297.3,623516.32,37.26,1
CrunchMax,cereal,retail,81.81,41.56,40.25,49.2,9,64,58,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,9934,812700.54,399843.5,20.91,1
VitalMix,cereal,retail,147.3,95.21,52.09,35.36,6,52,58,alta,5,Podría mejorar el sabor,0,40.0,0,3840,565632.0,200025.6,5.79,0
ChocoBoom,cereal,retail,87.92,60.95,26.97,30.68,7,88,70,media,8,Se siente premium y de buena calidad,1,76.0,1,15584,1370145.28,420300.48,38.49,1
CornCrisp,cereal,marketplace,72.42,42.2,30.22,41.73,7,83,74,alta,6,Lo compraría solo en promoción,0,47.0,0,12858,931176.36,388568.76,32.48,1
ChocoBoom,cereal,retail,58.45,39.37,19.08,32.64,6,84,56,media,7,"Está bien, cumple",0,54.0,0,17307,1011594.15,330217.56,25.33,1
FitMorning,cereal,retail,97.83,61.41,36.42,37.23,5,61,68,media,6,Podría mejorar el sabor,0,47.0,0,9129,893090.07,332478.18,21.74,1
GoldenGrain,cereal,marketplace,80.15,57.36,22.79,28.43,4,81,52,media,5,Lo compraría solo en promoción,0,40.0,0,11072,887420.8,252330.88,34.16,1
CerealNova,cereal,retail,88.05,40.43,47.62,54.08,8,67,59,media,8,Me identifico con la propuesta saludable,1,76.0,1,10110,890185.5,481438.2,26.27,1
CornCrisp,cereal,retail,56.7,38.07,18.63,32.86,7,80,42,baja,7,Es un cereal promedio,0,54.0,0,12543,711188.1,233676.09,16.86,0
GoldenGrain,cereal,marketplace,144.61,74.71,69.9,48.34,9,39,64,baja,6,Podría mejorar el sabor,0,47.0,0,2368,342436.48,165523.2,-13.39,0
ChocoBoom,cereal,retail,75.5,39.51,35.99,47.67,10,83,60,alta,5,Lo compraría solo en promoción,0,40.0,0,12584,950092.0,452898.16,11.29,0
HoneyOats,cereal,retail,66.67,44.09,22.58,33.87,8,51,68,baja,8,Se siente premium y de buena calidad,1,76.0,1,9861,657432.87,222661.38,5.09,0
CornCrisp,cereal,retail,88.24,45.72,42.52,48.19,6,78,76,media,6,"Nada extraordinario, pero ok",0,47.0,0,11587,1022436.88,492679.24,32.62,1
KidsStar,cereal,marketplace,90.06,53.89,36.17,40.16,8,80,55,media,5,Podría mejorar el sabor,0,40.0,0,7819,704179.14,282813.23,8.49,0
CornCrisp,cereal,marketplace,66.1,43.45,22.65,34.27,8,95,46,alta,8,Gran relación calidad-precio,1,76.0,1,15672,1035919.2,354970.8,36.37,1
FiberPlus,cereal,marketplace,136.88,92.01,44.87,32.78,8,61,59,media,6,Es un cereal promedio,0,47.0,0,4121,564082.48,184909.27,6.78,0
KidsStar,cereal,retail,87.96,59.94,28.02,31.86,7,72,44,baja,6,Es un cereal promedio,0,47.0,0,8514,748891.44,238562.28,-0.11,0
GoldenGrain,cereal,retail,163.43,93.79,69.64,42.61,7,53,67,media,6,Lo compraría solo en promoción,0,47.0,0,3736,610574.48,260175.04,1.43,0
GoldenGrain,cereal,retail,106.01,70.11,35.9,33.86,7,67,66,media,8,Me encanta el sabor y la textura,1,76.0,1,9671,1025222.71,347188.9,20.7,1
KidsStar,cereal,marketplace,93.75,47.91,45.84,48.9,8,83,55,media,6,"Nada extraordinario, pero ok",0,47.0,0,8154,764437.5,373779.36,13.18,0
GoldenGrain,cereal,marketplace,129.68,81.65,48.03,37.04,7,43,38,baja,6,Podría mejorar el sabor,0,47.0,0,2824,366216.32,135636.72,-13.32,0
KidsStar,cereal,retail,56.0,37.14,18.86,33.68,8,85,81,media,7,Podría mejorar el sabor,0,54.0,0,18096,1013376.0,341290.56,20.14,1
FiberPlus,cereal,retail,88.13,47.83,40.3,45.73,8,56,82,media,7,Podría mejorar el sabor,0,54.0,0,8998,792993.74,362619.4,9.56,0
FitMorning,cereal,retail,136.43,69.43,67.0,49.11,8,73,60,alta,4,No conecté con la marca,-1,18.0,0,4687,639447.41,314029.0,9.93,0
KidsStar,cereal,marketplace,75.88,39.52,36.36,47.92,10,78,71,media,4,No me convence el producto,-1,18.0,0,7168,543907.84,260628.48,4.65,0
GoldenGrain,cereal,marketplace,92.47,57.22,35.25,38.12,4,70,39,alta,6,"Nada extraordinario, pero ok",0,47.0,0,9731,899825.57,343017.75,31.91,1
ChocoBoom,cereal,marketplace,35.0,18.28,16.72,47.77,7,93,61,media,6,"Está bien, cumple",0,47.0,0,14170,495950.0,236922.4,39.61,1
ChocoBoom,cereal,retail,93.18,42.69,50.49,54.19,4,76,31,media,5,"Nada extraordinario, pero ok",0,40.0,0,9617,896112.06,485562.33,30.32,1
FiberPlus,cereal,retail,87.49,53.5,33.99,38.85,10,75,73,baja,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,10894,953116.06,370287.06,9.41,0
CerealNova,cereal,retail,103.64,51.62,52.02,50.19,7,81,71,alta,7,Es un cereal promedio,0,54.0,0,10907,1130401.48,567382.14,31.44,1
ChocoBoom,cereal,retail,89.27,60.45,28.82,32.28,7,82,61,alta,7,Lo compraría solo en promoción,0,54.0,0,12999,1160420.73,374631.18,28.56,1
KidsStar,cereal,retail,81.38,54.33,27.05,33.24,5,79,61,media,7,Lo compraría solo en promoción,0,54.0,0,14600,1188148.0,394930.0,34.26,1
ChocoBoom,cereal,retail,95.07,52.2,42.87,45.09,5,98,35,alta,7,Lo compraría solo en promoción,0,54.0,0,14321,1361497.47,613941.27,41.14,1
HoneyOats,cereal,retail,66.81,33.31,33.5,50.14,9,63,61,baja,6,Es un cereal promedio,0,47.0,0,9074,606233.94,303979.0,11.7,0
HoneyOats,cereal,retail,67.26,34.63,32.63,48.51,4,70,61,media,7,Lo compraría solo en promoción,0,54.0,0,14805,995784.3,483087.15,39.07,1
GoldenGrain,cereal,retail,138.67,80.45,58.22,41.98,4,59,58,media,7,Es un cereal promedio,0,54.0,0,5440,754364.8,316716.8,24.98,1
FiberPlus,cereal,marketplace,101.78,62.96,38.82,38.14,8,53,60,baja,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,5659,575973.02,219682.38,0.14,0
ChocoBoom,cereal,marketplace,94.74,62.08,32.66,34.47,6,61,75,media,8,Me encanta el sabor y la textura,1,76.0,1,9283,879471.42,303182.78,24.1,1
VitalMix,cereal,retail,125.85,79.17,46.68,37.09,5,51,50,baja,6,"Nada extraordinario, pero ok",0,47.0,0,4174,525297.9,194842.32,8.73,0
CerealNova,cereal,retail,69.99,33.45,36.54,52.21,7,78,64,media,8,Gran relación calidad-precio,1,76.0,1,16296,1140557.04,595455.84,32.58,1
FiberPlus,cereal,retail,71.65,32.51,39.14,54.63,5,75,66,baja,7,Podría mejorar el sabor,0,54.0,0,14952,1071310.8,585221.28,37.49,1
FiberPlus,cereal,retail,129.86,69.73,60.13,46.3,9,69,50,alta,6,Podría mejorar el sabor,0,47.0,0,5475,710983.5,329211.75,-3.47,0
VitalMix,cereal,retail,141.12,78.72,62.4,44.22,8,80,65,alta,7,Es un cereal promedio,0,54.0,0,6154,868452.48,384009.6,17.4,0
KidsStar,cereal,retail,100.31,64.37,35.94,35.83,5,80,64,media,7,"Está bien, cumple",0,54.0,0,11482,1151759.42,412663.08,38.42,1
FiberPlus,cereal,retail,93.07,54.01,39.06,41.97,7,62,68,baja,6,Lo compraría solo en promoción,0,47.0,0,8149,758427.43,318299.94,16.18,0
KidsStar,cereal,retail,83.53,58.43,25.1,30.05,4,73,63,media,7,"Nada extraordinario, pero ok",0,54.0,0,13237,1105686.61,332248.7,37.98,1
FitMorning,cereal,retail,143.75,92.08,51.67,35.94,10,72,69,alta,6,Lo compraría solo en promoción,0,47.0,0,4939,709981.25,255198.13,1.46,0
FiberPlus,cereal,marketplace,132.91,81.98,50.93,38.32,6,50,87,baja,5,"Nada extraordinario, pero ok",0,40.0,0,3708,492830.28,188848.44,19.06,0
GoldenGrain,cereal,retail,112.17,64.8,47.37,42.23,4,66,65,baja,5,Podría mejorar el sabor,0,40.0,0,7441,834656.97,352480.17,26.97,1
GoldenGrain,cereal,retail,111.14,57.2,53.94,48.53,7,72,56,alta,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,10641,1182640.74,573975.54,32.42,1
HoneyOats,cereal,retail,83.22,39.28,43.94,52.8,8,55,55,baja,7,"Nada extraordinario, pero ok",0,54.0,0,6742,561069.24,296243.48,-8.65,0
FiberPlus,cereal,marketplace,110.24,70.88,39.36,35.7,6,69,87,alta,7,Lo compraría solo en promoción,0,54.0,0,9402,1036476.48,370062.72,28.54,1
CerealNova,cereal,retail,125.03,60.18,64.85,51.87,7,66,63,alta,5,Podría mejorar el sabor,0,40.0,0,6156,769684.68,399216.6,13.7,0
HoneyOats,cereal,marketplace,104.12,74.71,29.41,28.25,10,65,26,baja,5,Lo compraría solo en promoción,0,40.0,0,4174,434596.88,122757.34,-21.6,0
GoldenGrain,cereal,retail,113.99,64.35,49.64,43.55,5,74,57,baja,7,Lo compraría solo en promoción,0,54.0,0,8093,922521.07,401736.52,34.73,1
FitMorning,cereal,retail,88.29,43.9,44.39,50.28,7,87,57,alta,7,Lo compraría solo en promoción,0,54.0,0,14187,1252570.23,629760.93,30.14,1
FitMorning,cereal,retail,133.12,85.04,48.08,36.12,5,57,69,media,7,"Está bien, cumple",0,54.0,0,5731,762910.72,275546.48,21.58,1
GoldenGrain,cereal,marketplace,91.18,64.11,27.07,29.69,9,78,52,alta,7,Lo compraría solo en promoción,0,54.0,0,9218,840497.24,249531.26,6.25,0
ChocoBoom,cereal,retail,73.17,37.49,35.68,48.76,9,89,46,media,6,Es un cereal promedio,0,47.0,0,12543,917771.31,447534.24,17.25,0
CerealNova,cereal,retail,76.86,43.1,33.76,43.92,9,65,75,baja,6,Es un cereal promedio,0,47.0,0,8772,674215.92,296142.72,-5.31,0
KidsStar,cereal,retail,87.61,42.59,45.02,51.39,7,87,38,media,5,"Está bien, cumple",0,40.0,0,10952,959504.72,493059.04,25.22,1
FitMorning,cereal,marketplace,132.34,65.31,67.03,50.65,8,57,55,media,7,Lo compraría solo en promoción,0,54.0,0,4157,550137.38,278643.71,1.4,0
VitalMix,cereal,retail,131.35,90.72,40.63,30.93,9,54,61,baja,6,"Está bien, cumple",0,47.0,0,3333,437789.55,135419.79,-13.36,0
CerealNova,cereal,retail,88.71,51.33,37.38,42.14,6,73,48,media,7,Lo compraría solo en promoción,0,54.0,0,10558,936600.18,394658.04,26.55,1
KidsStar,cereal,retail,91.7,48.5,43.2,47.11,7,75,68,media,7,"Está bien, cumple",0,54.0,0,11176,1024839.2,482803.2,26.17,1
ChocoBoom,cereal,retail,77.56,40.85,36.71,47.33,8,76,41,baja,6,Es un cereal promedio,0,47.0,0,9487,735811.72,348267.77,8.33,0
ChocoBoom,cereal,retail,87.82,45.33,42.49,48.38,7,78,55,alta,6,"Está bien, cumple",0,47.0,0,12122,1064554.04,515063.78,31.19,1
GoldenGrain,cereal,marketplace,113.27,57.5,55.77,49.24,8,63,54,alta,6,Lo compraría solo en promoción,0,47.0,0,6090,689814.3,339639.3,15.1,0
CrunchMax,cereal,retail,82.9,53.98,28.92,34.89,10,74,60,media,7,Es un cereal promedio,0,54.0,0,9156,759032.4,264791.52,1.05,0
GoldenGrain,cereal,marketplace,127.36,77.73,49.63,38.97,5,64,54,alta,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,7924,1009200.64,393268.12,28.43,1
CornCrisp,cereal,marketplace,51.84,34.26,17.58,33.91,6,97,28,alta,8,Gran relación calidad-precio,1,76.0,1,17631,913991.04,309952.98,43.85,1
HoneyOats,cereal,retail,119.47,65.16,54.31,45.46,5,63,42,media,5,"Nada extraordinario, pero ok",0,40.0,0,5354,639642.38,290775.74,22.05,1
ChocoBoom,cereal,retail,61.08,30.23,30.85,50.51,9,79,71,alta,7,Podría mejorar el sabor,0,54.0,0,16958,1035794.64,523154.3,16.0,0
HoneyOats,cereal,retail,51.91,26.89,25.02,48.2,10,82,68,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,15520,805643.2,388310.4,14.78,0
FiberPlus,cereal,retail,90.58,44.32,46.26,51.07,6,67,66,baja,6,"Nada extraordinario, pero ok",0,47.0,0,9639,873100.62,445900.14,18.58,0
FiberPlus,cereal,retail,130.43,84.09,46.34,35.53,6,71,58,alta,6,Es un cereal promedio,0,47.0,0,6933,904271.19,321275.22,13.84,0
HoneyOats,cereal,marketplace,61.18,39.73,21.45,35.06,7,70,59,baja,7,Es un cereal promedio,0,54.0,0,9700,593446.0,208065.0,14.19,0
KidsStar,cereal,retail,96.89,47.91,48.98,50.55,7,58,52,baja,6,Lo compraría solo en promoción,0,47.0,0,6748,653813.72,330517.04,0.95,0
FiberPlus,cereal,retail,136.98,85.63,51.35,37.49,7,51,60,media,6,Lo compraría solo en promoción,0,47.0,0,3523,482580.54,180906.05,0.96,0
KidsStar,cereal,retail,62.85,34.85,28.0,44.55,5,82,56,baja,6,Lo compraría solo en promoción,0,47.0,0,15887,998497.95,444836.0,23.4,1
CornCrisp,cereal,marketplace,82.57,56.95,25.62,31.03,6,73,57,media,5,Podría mejorar el sabor,0,40.0,0,8243,680624.51,211185.66,9.54,0
HoneyOats,cereal,retail,94.64,55.0,39.64,41.89,7,69,54,media,7,Podría mejorar el sabor,0,54.0,0,8788,831696.32,348356.32,15.94,0
GoldenGrain,cereal,retail,119.83,70.45,49.38,41.21,6,55,62,media,5,Podría mejorar el sabor,0,40.0,0,5772,691658.76,285021.36,4.13,0
CrunchMax,cereal,retail,112.66,72.67,39.99,35.5,8,71,67,alta,5,Es un cereal promedio,0,40.0,0,7276,819714.16,290967.24,11.87,0
HoneyOats,cereal,marketplace,79.09,48.73,30.36,38.39,6,71,68,baja,7,Podría mejorar el sabor,0,54.0,0,8389,663486.01,254690.04,26.03,1
GoldenGrain,cereal,retail,113.73,62.78,50.95,44.8,8,52,37,baja,3,No lo volvería a comprar,-1,11.0,0,3436,390776.28,175064.2,-12.01,0
CrunchMax,cereal,retail,76.84,46.93,29.91,38.93,6,67,43,media,5,"Nada extraordinario, pero ok",0,40.0,0,9587,736665.08,286747.17,14.84,0
HoneyOats,cereal,retail,58.99,34.43,24.56,41.63,8,69,56,media,5,"Está bien, cumple",0,40.0,0,11424,673901.76,280573.44,13.17,0
ChocoBoom,cereal,marketplace,75.15,56.03,19.12,25.44,9,68,72,media,6,Es un cereal promedio,0,47.0,0,7664,575949.6,146535.68,2.72,0
KidsStar,cereal,marketplace,102.36,71.22,31.14,30.42,8,71,57,media,5,Es un cereal promedio,0,40.0,0,6346,649576.56,197614.44,4.11,0
CornCrisp,cereal,marketplace,95.82,56.56,39.26,40.97,10,71,57,media,6,Lo compraría solo en promoción,0,47.0,0,5831,558726.42,228925.06,-7.27,0
HoneyOats,cereal,retail,88.25,58.27,29.98,33.97,7,88,54,media,6,"Está bien, cumple",0,47.0,0,11170,985752.5,334876.6,5.85,0
CrunchMax,cereal,retail,99.72,64.89,34.83,34.93,8,69,53,media,4,No me gustó el sabor,-1,18.0,0,5554,553844.88,193445.82,0.82,0
GoldenGrain,cereal,retail,132.84,68.23,64.61,48.64,9,55,70,baja,6,"Nada extraordinario, pero ok",0,47.0,0,4257,565499.88,275044.77,-13.02,0
FiberPlus,cereal,marketplace,103.33,60.07,43.26,41.87,6,82,58,alta,6,Es un cereal promedio,0,47.0,0,9252,956009.16,400241.52,30.01,1
VitalMix,cereal,retail,110.13,74.94,35.19,31.95,10,60,77,baja,5,Es un cereal promedio,0,40.0,0,5241,577191.33,184430.79,-9.52,0
ChocoBoom,cereal,marketplace,100.0,49.47,50.53,50.53,7,83,63,alta,7,Podría mejorar el sabor,0,54.0,0,10072,1007200.0,508938.16,22.57,1
KidsStar,cereal,retail,72.28,41.77,30.51,42.21,8,90,50,alta,6,"Nada extraordinario, pero ok",0,47.0,0,15789,1141228.92,481722.39,35.14,1
HoneyOats,cereal,marketplace,59.54,38.48,21.06,35.37,10,87,65,alta,7,Podría mejorar el sabor,0,54.0,0,12674,754609.96,266914.44,24.1,1
FitMorning,cereal,retail,105.39,58.12,47.27,44.85,10,58,60,alta,6,"Nada extraordinario, pero ok",0,47.0,0,6821,718865.19,322428.67,4.46,0
VitalMix,cereal,retail,121.52,58.69,62.83,51.7,8,67,62,alta,6,Es un cereal promedio,0,47.0,0,6829,829860.08,429066.07,14.79,0
ChocoBoom,cereal,retail,35.0,18.19,16.81,48.03,9,92,74,media,10,Gran relación calidad-precio,1,90.0,1,22107,773745.0,371618.67,43.64,1
GoldenGrain,cereal,marketplace,100.71,58.08,42.63,42.33,6,77,61,alta,5,Podría mejorar el sabor,0,40.0,0,9275,934085.25,395393.25,26.15,1
FitMorning,cereal,marketplace,153.05,76.41,76.64,50.08,8,57,50,media,5,Lo compraría solo en promoción,0,40.0,0,2967,454099.35,227390.88,-5.02,0
ChocoBoom,cereal,retail,140.18,63.82,76.36,54.47,5,53,62,baja,5,"Está bien, cumple",0,40.0,0,3633,509273.94,277415.88,24.34,1
HoneyOats,cereal,marketplace,89.15,47.0,42.15,47.28,6,69,57,baja,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,8711,776585.65,367168.65,20.04,1
FiberPlus,cereal,marketplace,118.72,68.82,49.9,42.03,7,55,53,baja,5,"Nada extraordinario, pero ok",0,40.0,0,4056,481528.32,202394.4,-8.63,0
ChocoBoom,cereal,retail,92.78,56.7,36.08,38.89,8,80,71,media,7,"Está bien, cumple",0,54.0,0,11115,1031249.7,401029.2,14.36,0
GoldenGrain,cereal,retail,95.35,58.88,36.47,38.25,7,82,50,media,6,"Nada extraordinario, pero ok",0,47.0,0,10877,1037121.95,396684.19,12.65,0
FitMorning,cereal,retail,127.18,87.42,39.76,31.26,10,62,62,media,7,"Nada extraordinario, pero ok",0,54.0,0,5514,701270.52,219236.64,-7.66,0
VitalMix,cereal,marketplace,139.56,91.56,48.0,34.39,5,45,67,baja,6,"Está bien, cumple",0,47.0,0,3523,491669.88,169104.0,19.2,0
FiberPlus,cereal,retail,95.06,50.23,44.83,47.16,7,56,62,media,6,Lo compraría solo en promoción,0,47.0,0,7195,683956.7,322551.85,9.17,0
HoneyOats,cereal,retail,57.57,29.26,28.31,49.17,6,75,60,media,4,No me gustó el sabor,-1,18.0,0,11348,653304.36,321261.88,23.48,1
VitalMix,cereal,retail,118.66,83.04,35.62,30.02,5,63,32,media,5,Lo compraría solo en promoción,0,40.0,0,5842,693211.72,208092.04,1.06,0
CerealNova,cereal,retail,55.48,37.17,18.31,33.0,10,69,32,baja,5,Es un cereal promedio,0,40.0,0,8005,444117.4,146571.55,-14.76,0
HoneyOats,cereal,marketplace,84.91,53.34,31.57,37.18,5,83,20,alta,4,Me pareció caro para lo que ofrece,-1,18.0,0,7064,599804.24,223010.48,13.42,0
FiberPlus,cereal,retail,101.21,69.8,31.41,31.03,6,49,61,baja,7,Lo compraría solo en promoción,0,54.0,0,6137,621125.77,192763.17,17.22,0
FitMorning,cereal,retail,150.11,100.22,49.89,33.24,8,62,77,media,4,Me pareció caro para lo que ofrece,-1,18.0,0,3741,561561.51,186638.49,-6.22,0
CornCrisp,cereal,retail,69.8,44.6,25.2,36.1,5,92,48,alta,6,Podría mejorar el sabor,0,47.0,0,18293,1276851.4,460983.6,40.27,1
ChocoBoom,cereal,retail,79.69,49.38,30.31,38.03,8,81,52,alta,4,No conecté con la marca,-1,18.0,0,9960,793712.4,301887.6,11.02,0
GoldenGrain,cereal,retail,96.92,63.56,33.36,34.42,6,83,57,alta,8,Se siente premium y de buena calidad,1,76.0,1,15701,1521740.92,523785.36,49.21,1
ChocoBoom,cereal,retail,59.65,38.85,20.8,34.87,8,97,45,alta,6,Lo compraría solo en promoción,0,47.0,0,18851,1124462.15,392100.8,23.14,1
CornCrisp,cereal,marketplace,107.5,72.63,34.87,32.44,8,74,45,media,5,"Está bien, cumple",0,40.0,0,5623,604472.5,196074.01,7.14,0
FitMorning,cereal,retail,93.71,60.11,33.6,35.86,6,61,80,media,6,Podría mejorar el sabor,0,47.0,0,9312,872627.52,312883.2,24.03,1
HoneyOats,cereal,retail,90.54,57.26,33.28,36.76,8,68,45,baja,7,Podría mejorar el sabor,0,54.0,0,7423,672078.42,247037.44,1.62,0
ChocoBoom,cereal,retail,78.03,47.08,30.95,39.66,10,91,49,alta,7,Lo compraría solo en promoción,0,54.0,0,13948,1088362.44,431690.6,-0.69,0
VitalMix,cereal,marketplace,112.87,71.38,41.49,36.76,4,63,62,media,6,Lo compraría solo en promoción,0,47.0,0,6545,738734.15,271552.05,23.08,1
FitMorning,cereal,retail,135.8,84.77,51.03,37.58,6,57,72,media,8,Se siente premium y de buena calidad,1,76.0,1,5799,787504.2,295922.97,26.97,1
CerealNova,cereal,retail,67.07,38.86,28.21,42.06,8,80,64,alta,8,Me encanta el sabor y la textura,1,76.0,1,18308,1227917.56,516468.68,28.29,1
ChocoBoom,cereal,retail,68.31,44.73,23.58,34.52,8,80,58,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,16428,1122196.68,387372.24,20.16,1
VitalMix,cereal,retail,80.86,52.17,28.69,35.48,5,70,58,alta,6,"Está bien, cumple",0,47.0,0,13150,1063309.0,377273.5,30.0,1
CornCrisp,cereal,marketplace,70.03,44.6,25.43,36.31,8,93,63,media,7,"Está bien, cumple",0,54.0,0,11910,834057.3,302871.3,27.13,1
HoneyOats,cereal,retail,88.16,50.12,38.04,43.15,6,59,69,media,7,Lo compraría solo en promoción,0,54.0,0,8879,782772.64,337757.16,20.17,1
CerealNova,cereal,retail,80.41,36.58,43.83,54.51,7,81,53,alta,7,Lo compraría solo en promoción,0,54.0,0,14045,1129358.45,615592.35,33.43,1
CerealNova,cereal,marketplace,111.9,72.5,39.4,35.21,8,67,57,media,6,Podría mejorar el sabor,0,47.0,0,5787,647565.3,228007.8,11.65,0
FitMorning,cereal,retail,77.04,53.93,23.11,30.0,7,90,58,alta,6,"Nada extraordinario, pero ok",0,47.0,0,16907,1302515.28,390720.77,18.48,0
GoldenGrain,cereal,retail,115.64,80.36,35.28,30.51,5,75,61,media,6,Es un cereal promedio,0,47.0,0,9304,1075914.56,328245.12,24.05,1
CerealNova,cereal,retail,92.19,51.29,40.9,44.36,7,47,72,baja,7,"Está bien, cumple",0,54.0,0,5906,544474.14,241555.4,18.8,0
FiberPlus,cereal,retail,113.42,74.55,38.87,34.27,7,65,58,media,7,Es un cereal promedio,0,54.0,0,6970,790537.4,270923.9,20.3,1
VitalMix,cereal,marketplace,99.39,70.97,28.42,28.59,5,61,77,media,5,"Está bien, cumple",0,40.0,0,7211,716701.29,204936.62,27.01,1
HoneyOats,cereal,marketplace,116.63,53.59,63.04,54.05,9,70,62,media,5,Es un cereal promedio,0,40.0,0,4616,538364.08,290992.64,6.6,0
GoldenGrain,cereal,retail,119.4,55.93,63.47,53.16,8,63,55,media,6,Podría mejorar el sabor,0,47.0,0,5825,695505.0,369712.75,13.28,0
KidsStar,cereal,retail,83.62,45.83,37.79,45.19,6,78,57,media,5,Podría mejorar el sabor,0,40.0,0,11589,969072.18,437948.31,23.47,1
CerealNova,cereal,marketplace,72.68,37.93,34.75,47.81,6,76,44,baja,7,"Nada extraordinario, pero ok",0,54.0,0,9042,657172.56,314209.5,19.42,0
GoldenGrain,cereal,retail,94.73,55.95,38.78,40.94,3,75,62,media,8,Gran relación calidad-precio,1,76.0,1,15406,1459410.38,597444.68,53.05,1
GoldenGrain,cereal,retail,91.96,56.93,35.03,38.09,8,77,35,alta,7,Podría mejorar el sabor,0,54.0,0,10910,1003283.6,382177.3,14.37,0
FiberPlus,cereal,retail,153.26,73.74,79.52,51.89,6,52,72,media,4,No conecté con la marca,-1,18.0,0,3319,508669.94,263926.88,-0.48,0
KidsStar,cereal,retail,91.05,55.98,35.07,38.52,6,70,41,media,5,Podría mejorar el sabor,0,40.0,0,8508,774653.4,298375.56,24.26,1
ChocoBoom,cereal,marketplace,107.3,57.31,49.99,46.59,8,77,63,media,7,Podría mejorar el sabor,0,54.0,0,7322,785650.6,366026.78,17.72,0
CerealNova,cereal,retail,98.36,63.1,35.26,35.85,6,71,45,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,9950,978682.0,350837.0,23.41,1
KidsStar,cereal,marketplace,60.84,33.34,27.5,45.2,6,87,76,baja,8,Me encanta el sabor y la textura,1,76.0,1,16730,1017853.2,460075.0,41.73,1
KidsStar,cereal,marketplace,105.91,60.74,45.17,42.65,7,86,65,alta,4,Me pareció caro para lo que ofrece,-1,18.0,0,7619,806928.29,344150.23,24.92,1
CerealNova,cereal,retail,58.1,26.29,31.81,54.75,6,68,67,media,5,Lo compraría solo en promoción,0,40.0,0,13262,770522.2,421864.22,34.84,1
